baseline_name,family,conversation_id,num_turns,num_candidate_boundaries,gold_boundary_density,gold_boundaries,predicted_boundaries,ordered_boundary_mae,boundary_nearest_distance,oversegmentation_rate,miss_rate,boundary_windowdiff,boundary_pk,boundary_auprc,boundary_tp_exact,boundary_fp_exact,boundary_fn_exact,boundary_precision_exact,boundary_recall_exact,boundary_f1_exact,boundary_tp_tol1,boundary_fp_tol1,boundary_fn_tol1,boundary_precision_tol1,boundary_recall_tol1,boundary_f1_tol1,boundary_tp_tol2,boundary_fp_tol2,boundary_fn_tol2,boundary_precision_tol2,boundary_recall_tol2,boundary_f1_tol2,boundary_tp_tol3,boundary_fp_tol3,boundary_fn_tol3,boundary_precision_tol3,boundary_recall_tol3,boundary_f1_tol3
style_shift,multi_topic_chat,h2_multi_topic_triple_shift,6,4,0.5,"[1, 3]",[2],1.0,1.0,0.5,1.0,0.25,0.6,0.41666666666666663,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
oracle_random_matched_count,multi_topic_chat,h2_multi_topic_triple_shift,6,4,0.5,"[1, 3]",[],0.6171875,0.53515625,0.5078125,0.5078125,0.3515625,0.40625,0.0,0.984375,1.015625,1.015625,0.4921875,0.4921875,0.4921875,1.890625,0.109375,0.109375,0.9453125,0.9453125,0.9453125,1.890625,0.109375,0.109375,0.9453125,0.9453125,0.9453125,2.0,0.0,0.0,1.0,1.0,1.0
fixed_window,retrieval_heavy,h2_retrieval_interrupt_and_recall,6,4,0.5,"[1, 3]",[],0.0,0.0,0.0,1.0,0.75,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
lexical_shift,retrieval_heavy,h2_retrieval_interrupt_and_recall,6,4,0.5,"[1, 3]",[],0.0,0.0,0.0,1.0,0.75,0.4,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
style_shift,retrieval_heavy,h2_retrieval_interrupt_and_recall,6,4,0.5,"[1, 3]",[4],3.0,1.6666666666666667,0.5,1.0,0.75,0.6,0.5833333333333333,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
oracle_random_matched_count,retrieval_heavy,h2_retrieval_interrupt_and_recall,6,4,0.5,"[1, 3]",[],0.625,0.51953125,0.484375,0.484375,0.37890625,0.38749999999999996,0.0,1.03125,0.96875,0.96875,0.515625,0.515625,0.515625,1.859375,0.140625,0.140625,0.9296875,0.9296875,0.9296875,1.859375,0.140625,0.140625,0.9296875,0.9296875,0.9296875,2.0,0.0,0.0,1.0,1.0,1.0
fixed_window,reasoning_chat,h2_reasoning_then_creative_then_reasoning,6,4,0.5,"[1, 3]",[],0.0,0.0,0.0,1.0,0.75,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
lexical_shift,reasoning_chat,h2_reasoning_then_creative_then_reasoning,6,4,0.5,"[1, 3]",[],0.0,0.0,0.0,1.0,0.75,0.4,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
style_shift,reasoning_chat,h2_reasoning_then_creative_then_reasoning,6,4,0.5,"[1, 3]",[4],3.0,1.6666666666666667,0.5,1.0,0.75,0.6,0.5,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
oracle_random_matched_count,reasoning_chat,h2_reasoning_then_creative_then_reasoning,6,4,0.5,"[1, 3]",[],0.71875,0.54296875,0.484375,0.484375,0.375,0.3875,0.0,1.03125,0.96875,0.96875,0.515625,0.515625,0.515625,1.765625,0.234375,0.234375,0.8828125,0.8828125,0.8828125,1.765625,0.234375,0.234375,0.8828125,0.8828125,0.8828125,2.0,0.0,0.0,1.0,1.0,1.0
fixed_window,code_conversation,h2_code_language_switch,6,4,0.5,"[1, 3]",[],0.0,0.0,0.0,1.0,0.75,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
lexical_shift,code_conversation,h2_code_language_switch,6,4,0.5,"[1, 3]",[1],0.0,0.6666666666666666,0.0,0.5,0.5,0.2,1.0,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
style_shift,code_conversation,h2_code_language_switch,6,4,0.5,"[1, 3]",[4],3.0,1.6666666666666667,0.5,1.0,0.75,0.6,0.5833333333333333,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
oracle_random_matched_count,code_conversation,h2_code_language_switch,6,4,0.5,"[1, 3]",[],0.7421875,0.61328125,0.5703125,0.5703125,0.40625,0.45625,0.0,0.859375,1.140625,1.140625,0.4296875,0.4296875,0.4296875,1.828125,0.171875,0.171875,0.9140625,0.9140625,0.9140625,1.828125,0.171875,0.171875,0.9140625,0.9140625,0.9140625,2.0,0.0,0.0,1.0,1.0,1.0
fixed_window,long_dependency,h2_long_dependency_with_shift,8,6,0.3333333333333333,"[3, 5]",[5],2.0,0.6666666666666666,0.0,0.5,0.6,0.14285714285714285,0.0,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
lexical_shift,long_dependency,h2_long_dependency_with_shift,8,6,0.3333333333333333,"[3, 5]",[3],0.0,0.6666666666666666,0.0,0.5,0.6,0.14285714285714285,0.5,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
style_shift,long_dependency,h2_long_dependency_with_shift,8,6,0.3333333333333333,"[3, 5]",[4],1.0,1.0,0.5,1.0,0.6,0.42857142857142855,0.45,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.6666666666666666
oracle_random_matched_count,long_dependency,h2_long_dependency_with_shift,8,6,0.3333333333333333,"[3, 5]",[],1.171875,0.83984375,0.6015625,0.6015625,0.578125,0.34374999999999994,0.0,0.796875,1.203125,1.203125,0.3984375,0.3984375,0.3984375,1.40625,0.59375,0.59375,0.703125,0.703125,0.703125,1.78125,0.21875,0.21875,0.890625,0.890625,0.890625,2.0,0.0,0.0,1.0,1.0,1.0
